LineId	Name	GroupID	AttrId	AttrLv	Rate	AttrWorth	ConflictGroupID	
73	Néi c«ng t¨ng /1% 	1	13129	1	0	500	20	
74	Ph¸t triÓn D-B	0						
75	Ph¸t triÓn nhãm ®iÒn vµo D	2						
76	Hao mßn vò khÝ gi¶m: /1% 	2	13141	1	164	200	21	
77	Søc lùc+/1	2	13142	1	153	200	22	
78	T¨ng giíi h¹n träng l­îng/1%	2	13143	1	153	200	23	
79	ThÓ lùc	2	13144	1	153	200	24	
80	ThÓ lùc 1%	2	13145	1	153	200	25	
81	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	2	13146	1	153	200	26	
82	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	2	13147	1	153	200	27	
83	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	2	13148	1	153	200	28	
84	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	2	13149	1	153	200	29	
85	HiÖu qu¶ d­îc phÈm håi néi/1%	2	13150	1	153	200	30	
86	yªu cÇu ®¼ng cÊp gi¶m /1	2	13151	1	153	200	31	
87	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	2	13152	1	153	200	32	
88	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	2	13153	1	153	200	33	
89	Ph¸t triÓn thuéc tÝnh chÝnh D	2						
90	Søc m¹nh	2	13081	1	222	300	1	
91	Th©n ph¸p	2	13082	1	222	300	2	
92	Néi c«ng 	2	13083	1	222	300	3	
93	Linh ho¹t	2	13084	1	222	300	4	
94	G©n cèt	2	13085	1	222	300	5	
95	Néi lùc 	2	13086	1	222	300	6	
96	Néi lùc %	2	13087	1	222	300	7	
97	§iÓm sinh lùc	2	13088	1	222	300	8	
98	Sinh mÖnh %	2	13089	1	224	300	9	
99	Ph¸t triÓn nhãm c«ng kÝch D	2						
100	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	2	13108	1	170	400	10	
101	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	2	13109	1	166	400	11	
102	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	2	13110	1	166	400	12	
103	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	2	13111	1	166	400	13	
104	T¨ng ®iÓm sè tæng lùc c«ng kÝch ngo¹i c«ng	2	13112	1	166	400	14	
105	T¨ng ®iÓm sè tæng lùc c«ng kÝch néi c«ng	2	13113	1	166	400	15	
106	S¸t th­¬ng t¨ng /1	2	13114	1	0	400	16	
107	S¸t th­¬ng ®éc	2	13115	1	0	400	17	
108	§éc s¸t t¨ng /1	2	13116	1	0	400	18	
109	Ngo¹i c«ng t¨ng: /1% 	2	13117	1	0	400	19	
110	Néi c«ng t¨ng /1% 	2	13118	1	0	400	20	
111	Ph¸t triÓn nhãm ®iÒn vµo C	2	0	0				
112	Hao mßn vò khÝ gi¶m: /1% 	2	13154	1	96	300	21	
113	Søc lùc+/1	2	13155	1	92	300	22	
114	T¨ng giíi h¹n träng l­îng/1%	2	13156	1	92	300	23	
115	ThÓ lùc	2	13157	1	92	300	24	
116	ThÓ lùc 1%	2	13158	1	92	300	25	
117	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	2	13159	1	92	300	26	
118	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	2	13160	1	92	300	27	
119	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	2	13161	1	92	300	28	
120	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	2	13162	1	92	300	29	
121	HiÖu qu¶ d­îc phÈm håi néi/1%	2	13163	1	92	300	30	
122	yªu cÇu ®¼ng cÊp gi¶m /1	2	13164	1	92	300	31	
123	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	2	13165	1	92	300	32	
124	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	2	13166	1	92	300	33	
125	Ph¸t triÓn thuéc tÝnh chÝnh C	2						
126	Søc m¹nh	2	13090	1	133	400	1	
127	Th©n ph¸p	2	13091	1	133	400	2	
128	Néi c«ng 	2	13092	1	133	400	3	
129	Linh ho¹t	2	13093	1	133	400	4	
130	G©n cèt	2	13094	1	133	400	5	
131	Néi lùc 	2	13095	1	133	400	6	
132	Néi lùc %	2	13096	1	133	400	7	
133	§iÓm sinh lùc	2	13097	1	133	400	8	
134	Sinh mÖnh %	2	13098	1	136	400	9	
135	Ph¸t triÓn nhãm c«ng kÝch C	2						
136	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	2	13119	1	69	500	10	
137	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	2	13120	1	69	500	11	
138	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	2	13121	1	66	500	12	
139	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	2	13122	1	66	500	13	
140	T¨ng ®iÓm sè tæng lùc c«ng kÝch ngo¹i c«ng	2	13123	1	66	500	14	
141	T¨ng ®iÓm sè tæng lùc c«ng kÝch néi c«ng	2	13124	1	66	500	15	
142	S¸t th­¬ng t¨ng /1	2	13125	1	66	500	16	
143	S¸t th­¬ng ®éc	2	13126	1	66	500	17	
144	§éc s¸t t¨ng /1	2	13127	1	66	500	18	
145	Ngo¹i c«ng t¨ng: /1% 	2	13128	1	0	500	19	
146	Néi c«ng t¨ng /1% 	2	13129	1	0	500	20	
147	Ph¸t triÓn nhãm ®iÒn vµo B	2	0	0				
148	Hao mßn vò khÝ gi¶m: /1% 	2	13167	1	68	400	21	
149	Søc lùc+/1	2	13168	1	61	400	22	
150	T¨ng giíi h¹n träng l­îng/1%	2	13169	1	61	400	23	
151	ThÓ lùc	2	13170	1	61	400	24	
152	ThÓ lùc 1%	2	13171	1	61	400	25	
153	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	2	13172	1	61	400	26	
154	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	2	13173	1	61	400	27	
155	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	2	13174	1	61	400	28	
156	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	2	13175	1	61	400	29	
157	HiÖu qu¶ d­îc phÈm håi néi/1%	2	13176	1	61	400	30	
158	yªu cÇu ®¼ng cÊp gi¶m /1	2	13177	1	61	400	31	
159	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	2	13178	1	61	400	32	
160	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	2	13179	1	61	400	33	
161	Ph¸t triÓn thuéc tÝnh chÝnh B	2						
162	Søc m¹nh	2	13099	1	88	500	1	
163	Th©n ph¸p	2	13100	1	88	500	2	
164	Néi c«ng 	2	13101	1	88	500	3	
165	Linh ho¹t	2	13102	1	88	500	4	
166	G©n cèt	2	13103	1	88	500	5	
167	Néi lùc 	2	13104	1	88	500	6	
168	Néi lùc %	2	13105	1	88	500	7	
169	§iÓm sinh lùc	2	13106	1	88	500	8	
170	Sinh mÖnh %	2	13107	1	96	500	9	
171	Ph¸t triÓn nhãm c«ng kÝch B	2						
172	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	2	13130	1	38	600	10	
173	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	2	13131	1	38	600	11	
174	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	2	13132	1	36	600	12	
175	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	2	13133	1	36	600	13	
176	T¨ng ®iÓm sè tæng lùc c«ng kÝch ngo¹i c«ng	2	13134	1	36	600	14	
177	T¨ng ®iÓm sè tæng lùc c«ng kÝch néi c«ng	2	13135	1	36	600	15	
178	S¸t th­¬ng t¨ng /1	2	13136	1	36	600	16	
179	S¸t th­¬ng ®éc	2	13137	1	36	600	17	
180	§éc s¸t t¨ng /1	2	13138	1	36	600	18	
181	Ngo¹i c«ng t¨ng: /1% 	2	13139	1	36	600	19	
182	Néi c«ng t¨ng /1% 	2	13140	1	36	600	20	
183	Søc m¹nh B	3	13099	1	10000	600	1	
184	Th©n ph¸p B	4	13100	1	10000	600	2	
185	Néi lùc B	5	13101	1	10000	600	3	
186	Linh ho¹t B	6	13102	1	10000	600	4	
187	G©n cèt B	7	13103	1	10000	600	5	
188	Sinh mÖnh % B	8	13107	1	10000	600	9	
189	Më khãa D-C							
190	Nhãm më khãa D	9	0	0				
191	Hao mßn vò khÝ gi¶m: /1% 	9	13180	1	120	200	34	
192	Søc lùc+/1	9	13181	1	120	200	35	
193	T¨ng giíi h¹n träng l­îng/1%	9	13182	1	120	200	36	
194	ThÓ lùc	9	13183	1	120	200	37	
195	ThÓ lùc 1%	9	13184	1	120	200	38	
196	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	9	13185	1	120	200	39	
197	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	9	13186	1	120	200	40	
198	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	9	13187	1	120	200	41	
199	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	9	13188	1	120	200	42	
200	HiÖu qu¶ d­îc phÈm håi néi/1%	9	13189	1	120	200	43	
201	yªu cÇu ®¼ng cÊp gi¶m /1	9	13190	1	120	200	44	
202	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	9	13191	1	120	200	45	
203	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	9	13192	1	120	200	46	
204	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	9	13193	1	120	200	47	
205	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	9	13194	1	120	200	48	
206	T¨ng ®iÓm sè néi c«ng	9	13195	1	120	200	49	
207	T¨ng ®iÓm sè ngo¹i c«ng	9	13196	1	120	200	50	
208	S¸t th­¬ng t¨ng /1	9	13197	1	120	200	51	
209	T¨ng s¸t th­¬ng ®éc	9	13198	1	120	200	52	
210	§éc s¸t t¨ng /1	9	13199	1	120	200	53	
211	Søc m¹nh	9	13200	1	120	200	54	
212	Th©n ph¸p	9	13201	1	120	200	55	
213	Néi c«ng 	9	13202	1	120	200	56	
214	Linh ho¹t	9	13203	1	120	200	57	
215	G©n cèt	9	13204	1	120	200	58	
216	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	9	13205	1	120	200	59	
217	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	9	13206	1	120	200	60	
218	Gi¶m ®éc s¸t /1	9	13207	1	120	200	61	
219	Thêi gian hç trî tÊn c«ng t¨ng: /1% 	9	13208	1	120	200	62	
220	Thêi gian hç trî phßng thñ t¨ng: /1% 	9	13209	1	120	200	63	
221	D­îc hiÖu kÐo dµi	9	13210	1	120	200	64	
222	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	9	13211	1	120	200	65	
223	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	9	13212	1	120	200	66	
224	Ngo¹i c«ng t¨ng: /1% 	9	13213	1	120	200	67	
225	Néi c«ng t¨ng /1% 	9	13214	1	120	200	68	
226	Tû lÖ s¸t th­¬ng tuyÖt ®èi /1%	9	13215	1	120	200	69	
227	Néi lùc 	9	13216	1	120	200	70	
228	Néi lùc %	9	13217	1	120	200	71	
229	§iÓm sinh lùc	9	13218	1	120	200	72	
230	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	9	13219	1	120	200	73	
231	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi c«ng	9	13220	1	120	200	74	
232	Sinh mÖnh %	9	13221	1	120	200	75	
233	Hoµn toµn bá qua tû lÖ tiªu hao kü n¨ng/1%	9	13222	1	0	200	76	
234	Tèc ®é ®¸nh t¨ng: /1% 	9	13223	1	240	200	77	
235	X¸c suÊt tÊn c«ng trong ph¹m vi: /1% 	9	13224	1	120	200	78	
236	X¸c suÊt tÇn c«ng chÝ m¹ng: /1% 	9	13225	1	120	200	79	
237	Dïng kü n¨ng kh«ng tÝnh tû lÖ gi¶n c¸ch/1%	9	13226	1	120	200	80	
238	Ph¶n ®ßn s¸t th­¬ng ®éc	9	13227	1	120	200	81	
239	TØ lÖ ph¶n ®ßn s¸t th­¬ng ngo¹i th­¬ng	9	13228	1	120	200	82	
240	TØ lÖ ph¶n ®ßn s¸t th­¬ng néi th­¬ng	9	13229	1	120	200	83	
241	Nhãm më khãa C	9						
242	Hao mßn vò khÝ gi¶m: /1% 	9	13180	2	80	400	34	
243	Søc lùc+/1	9	13181	2	80	400	35	
244	T¨ng giíi h¹n träng l­îng/1%	9	13182	2	80	400	36	
245	ThÓ lùc	9	13183	2	80	400	37	
246	ThÓ lùc 1%	9	13184	2	80	400	38	
247	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	9	13185	2	80	400	39	
248	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	9	13186	2	80	400	40	
249	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	9	13187	2	80	400	41	
250	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	9	13188	2	80	400	42	
251	HiÖu qu¶ d­îc phÈm håi néi/1%	9	13189	2	80	400	43	
252	yªu cÇu ®¼ng cÊp gi¶m /1	9	13190	2	80	400	44	
253	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	9	13191	2	80	400	45	
254	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	9	13192	2	80	400	46	
255	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	9	13193	2	80	400	47	
256	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	9	13194	2	80	400	48	
257	T¨ng ®iÓm sè néi c«ng	9	13195	2	80	400	49	
258	T¨ng ®iÓm sè ngo¹i c«ng	9	13196	2	80	400	50	
259	S¸t th­¬ng t¨ng /1	9	13197	2	80	400	51	
260	T¨ng s¸t th­¬ng ®éc	9	13198	2	80	400	52	
261	§éc s¸t t¨ng /1	9	13199	2	80	400	53	
262	Søc m¹nh	9	13200	2	80	400	54	
263	Th©n ph¸p	9	13201	2	80	400	55	
264	Néi c«ng 	9	13202	2	80	400	56	
265	Linh ho¹t	9	13203	2	80	400	57	
266	G©n cèt	9	13204	2	80	400	58	
267	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	9	13205	2	80	400	59	
268	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	9	13206	2	80	400	60	
269	Gi¶m ®éc s¸t /1	9	13207	2	80	400	61	
270	Thêi gian hç trî tÊn c«ng t¨ng: /1% 	9	13208	2	80	400	62	
271	Thêi gian hç trî phßng thñ t¨ng: /1% 	9	13209	2	80	400	63	
272	D­îc hiÖu kÐo dµi	9	13210	2	80	400	64	
273	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	9	13211	2	80	400	65	
274	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	9	13212	2	80	400	66	
275	Ngo¹i c«ng t¨ng: /1% 	9	13213	2	80	400	67	
276	Néi c«ng t¨ng /1% 	9	13214	2	80	400	68	
277	Tû lÖ s¸t th­¬ng tuyÖt ®èi /1%	9	13215	2	80	400	69	
278	Néi lùc 	9	13216	2	80	400	70	
279	Néi lùc %	9	13217	2	80	400	71	
280	§iÓm sinh lùc	9	13218	2	80	400	72	
281	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	9	13219	2	80	400	73	
282	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi c«ng	9	13220	2	80	400	74	
283	Sinh mÖnh %	9	13221	2	80	400	75	
284	Hoµn toµn bá qua tû lÖ tiªu hao kü n¨ng/1%	9	13222	2	0	400	76	
285	Tèc ®é ®¸nh t¨ng: /1% 	9	13223	2	160	400	77	
286	X¸c suÊt tÊn c«ng trong ph¹m vi: /1% 	9	13224	2	80	400	78	
287	X¸c suÊt tÇn c«ng chÝ m¹ng: /1% 	9	13225	2	80	400	79	
288	Dïng kü n¨ng kh«ng tÝnh tû lÖ gi¶n c¸ch/1%	9	13226	2	80	400	80	
289	Ph¶n ®ßn s¸t th­¬ng ®éc	9	13227	2	80	400	81	
290	TØ lÖ ph¶n ®ßn s¸t th­¬ng ngo¹i th­¬ng	9	13228	2	80	400	82	
291	TØ lÖ ph¶n ®ßn s¸t th­¬ng néi th­¬ng	9	13229	2	80	400	83	
292	Më khãa D-B	0						
293	Nhãm më khãa D	10						
294	Hao mßn vò khÝ gi¶m: /1% 	10	13180	1	80	200	34	
295	Søc lùc+/1	10	13181	1	80	200	35	
296	T¨ng giíi h¹n träng l­îng/1%	10	13182	1	80	200	36	
297	ThÓ lùc	10	13183	1	80	200	37	
298	ThÓ lùc 1%	10	13184	1	80	200	38	
299	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	10	13185	1	80	200	39	
300	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	10	13186	1	80	200	40	
301	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	10	13187	1	80	200	41	
302	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	10	13188	1	80	200	42	
303	HiÖu qu¶ d­îc phÈm håi néi/1%	10	13189	1	80	200	43	
304	yªu cÇu ®¼ng cÊp gi¶m /1	10	13190	1	80	200	44	
305	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	10	13191	1	80	200	45	
306	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	10	13192	1	80	200	46	
307	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	10	13193	1	80	200	47	
308	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	10	13194	1	80	200	48	
309	T¨ng ®iÓm sè néi c«ng	10	13195	1	80	200	49	
310	T¨ng ®iÓm sè ngo¹i c«ng	10	13196	1	80	200	50	
311	S¸t th­¬ng t¨ng /1	10	13197	1	80	200	51	
312	T¨ng s¸t th­¬ng ®éc	10	13198	1	80	200	52	
313	§éc s¸t t¨ng /1	10	13199	1	80	200	53	
314	Søc m¹nh	10	13200	1	80	200	54	
315	Th©n ph¸p	10	13201	1	80	200	55	
316	Néi c«ng 	10	13202	1	80	200	56	
317	Linh ho¹t	10	13203	1	80	200	57	
318	G©n cèt	10	13204	1	80	200	58	
319	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	10	13205	1	80	200	59	
320	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	10	13206	1	80	200	60	
321	Gi¶m ®éc s¸t /1	10	13207	1	80	200	61	
322	Thêi gian hç trî tÊn c«ng t¨ng: /1% 	10	13208	1	80	200	62	
323	Thêi gian hç trî phßng thñ t¨ng: /1% 	10	13209	1	80	200	63	
324	D­îc hiÖu kÐo dµi	10	13210	1	80	200	64	
325	Tiªu diÖt ®Þch nh©n kh«i phôc sinh lùc	10	13211	1	80	200	65	
326	Tiªu diÖt ®Þch nh©n kh«i phôc néi lùc	10	13212	1	80	200	66	
327	Ngo¹i c«ng t¨ng: /1% 	10	13213	1	80	200	67	
328	Néi c«ng t¨ng /1% 	10	13214	1	80	200	68	
329	Tû lÖ s¸t th­¬ng tuyÖt ®èi /1%	10	13215	1	80	200	69	
330	Néi lùc 	10	13216	1	80	200	70	
331	Néi lùc %	10	13217	1	80	200	71	
332	§iÓm sinh lùc	10	13218	1	80	200	72	
333	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	10	13219	1	80	200	73	
334	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi c«ng	10	13220	1	80	200	74	
335	Sinh mÖnh %	10	13221	1	80	200	75	
336	Hoµn toµn bá qua tû lÖ tiªu hao kü n¨ng/1%	10	13222	1	0	200	76	
337	Tèc ®é ®¸nh t¨ng: /1% 	10	13223	1	160	200	77	
338	X¸c suÊt tÊn c«ng trong ph¹m vi: /1% 	10	13224	1	80	200	78	
339	X¸c suÊt tÇn c«ng chÝ m¹ng: /1% 	10	13225	1	80	200	79	
340	Dïng kü n¨ng kh«ng tÝnh tû lÖ gi¶n c¸ch/1%	10	13226	1	80	200	80	
341	Ph¶n ®ßn s¸t th­¬ng ®éc	10	13227	1	80	200	81	
342	TØ lÖ ph¶n ®ßn s¸t th­¬ng ngo¹i th­¬ng	10	13228	1	80	200	82	
343	TØ lÖ ph¶n ®ßn s¸t th­¬ng néi th­¬ng	10	13229	1	80	200	83	
344	Nhãm më khãa C	10						
345	Hao mßn vò khÝ gi¶m: /1% 	10	13180	2	60	400	34	
346	Søc lùc+/1	10	13181	2	60	400	35	
347	T¨ng giíi h¹n träng l­îng/1%	10	13182	2	60	400	36	
348	ThÓ lùc	10	13183	2	60	400	37	
349	ThÓ lùc 1%	10	13184	2	60	400	38	
350	§iÓm kinh nghiÖm nhËn ®­îc t¨ng: /1% 	10	13185	2	60	400	39	
351	Täa thiÒn mçi 10 gi©y håi phôc sinh lùc/1	10	13186	2	60	400	40	
352	Täa thiÒn mçi 10 gi©y håi phôc néi lùc/1	10	13187	2	60	400	41	
353	Täa thiÒn mçi 10 gi©y håi phôc thÓ lùc/1	10	13188	2	60	400	42	
354	HiÖu qu¶ d­îc phÈm håi néi/1%	10	13189	2	60	400	43	
355	yªu cÇu ®¼ng cÊp gi¶m /1	10	13190	2	60	400	44	
356	Néi c«ng nhá nhÊt trªn vò khÝ t¨ng /1	10	13191	2	60	400	45	
357	Néi c«ng lín nhÊt trªn vò khÝ t¨ng /1	10	13192	2	60	400	46	
358	Ngo¹i c«ng nhá nhÊt trªn vò khÝ t¨ng /1	10	13193	2	60	400	47	
359	Ngäai c«ng lín nhÊt trªn vò khÝ t¨ng 1	10	13194	2	60	400	48	
360	T¨ng ®iÓm sè néi c«ng	10	13195	2	60	400	49	
361	T¨ng ®iÓm sè ngo¹i c«ng	10	13196	2	60	400	50	
362	S¸t th­¬ng t¨ng /1	10	13197	2	60	400	51	
363	T¨ng s¸t th­¬ng ®éc	10	13198	2	60	400	52	
364	§éc s¸t t¨ng /1	10	13199	2	60	400	53	
365	Søc m¹nh	10	13200	2	60	400	54	
366	Th©n ph¸p	10	13201	2	60	400	55	
367	Néi c«ng 	10	13202	2	60	400	56	
368	Linh ho¹t	10	13203	2	60	400	57	
