line_id	group_id	desc_cn	condition_ids	item_group_id	type	type_val	min_val	max_val	stat_type	desc_vn
32	20032	ÎäÆ÷_×°±¸+2_ÕýÊ¹ÓÃ	40087&40073	10199	ITEM_BASE	1005	1	2000000000	SUM	
33	20033	ÎäÆ÷_×°±¸+3_ÕýÊ¹ÓÃ	40087&40074	10199	ITEM_BASE	1005	1	2000000000	SUM	
34	20034	ÎäÆ÷_×°±¸+4_ÕýÊ¹ÓÃ	40087&40075	10199	ITEM_BASE	1005	1	2000000000	SUM	
35	20035	ÎäÆ÷_×°±¸+5_ÕýÊ¹ÓÃ	40087&40076	10199	ITEM_BASE	1005	1	2000000000	SUM	
36	20036	ÎäÆ÷_×°±¸+6_ÕýÊ¹ÓÃ	40087&40077	10199	ITEM_BASE	1005	1	2000000000	SUM	
37	20037	ÎäÆ÷_×°±¸+7_ÕýÊ¹ÓÃ	40087&40078	10199	ITEM_BASE	1005	1	2000000000	SUM	
38	20038	ÎäÆ÷_×°±¸+8_ÕýÊ¹ÓÃ	40087&40079	10199	ITEM_BASE	1005	1	2000000000	SUM	
39	20039	ÎäÆ÷_×°±¸+9_ÕýÊ¹ÓÃ	40087&40080	10199	ITEM_BASE	1005	1	2000000000	SUM	
40	20040	ÎäÆ÷_×°±¸+10_ÕýÊ¹ÓÃ	40087&40081	10199	ITEM_BASE	1005	1	2000000000	SUM	
41	20041	ÎäÆ÷_×°±¸+11_ÕýÊ¹ÓÃ	40087&40082	10199	ITEM_BASE	1005	1	2000000000	SUM	
42	20042	ÎäÆ÷_×°±¸+12_ÕýÊ¹ÓÃ	40087&40083	10199	ITEM_BASE	1005	1	2000000000	SUM	
43	20043	ÎäÆ÷_×°±¸+13_ÕýÊ¹ÓÃ	40087&40084	10199	ITEM_BASE	1005	1	2000000000	SUM	
44	20044	ÎäÆ÷_×°±¸+14_ÕýÊ¹ÓÃ	40087&40085	10199	ITEM_BASE	1005	1	2000000000	SUM	
45	20045	ÎäÆ÷_×°±¸+15_ÕýÊ¹ÓÃ	40087&40086	10199	ITEM_BASE	1005	1	2000000000	SUM	
46	20046	ÎäÆ÷_×°±¸+1_±³°üÖÐ	40088&40072	10199	ITEM_BASE	1005	1	2000000000	SUM	
47	20047	ÎäÆ÷_×°±¸+2_±³°üÖÐ	40088&40073	10199	ITEM_BASE	1005	1	2000000000	SUM	
48	20048	ÎäÆ÷_×°±¸+3_±³°üÖÐ	40088&40074	10199	ITEM_BASE	1005	1	2000000000	SUM	
49	20049	ÎäÆ÷_×°±¸+4_±³°üÖÐ	40088&40075	10199	ITEM_BASE	1005	1	2000000000	SUM	
50	20050	ÎäÆ÷_×°±¸+5_±³°üÖÐ	40088&40076	10199	ITEM_BASE	1005	1	2000000000	SUM	
51	20051	ÎäÆ÷_×°±¸+6_±³°üÖÐ	40088&40077	10199	ITEM_BASE	1005	1	2000000000	SUM	
52	20052	ÎäÆ÷_×°±¸+7_±³°üÖÐ	40088&40078	10199	ITEM_BASE	1005	1	2000000000	SUM	
53	20053	ÎäÆ÷_×°±¸+8_±³°üÖÐ	40088&40079	10199	ITEM_BASE	1005	1	2000000000	SUM	
54	20054	ÎäÆ÷_×°±¸+9_±³°üÖÐ	40088&40080	10199	ITEM_BASE	1005	1	2000000000	SUM	
55	20055	ÎäÆ÷_×°±¸+10_±³°üÖÐ	40088&40081	10199	ITEM_BASE	1005	1	2000000000	SUM	
56	20056	ÎäÆ÷_×°±¸+11_±³°üÖÐ	40088&40082	10199	ITEM_BASE	1005	1	2000000000	SUM	
57	20057	ÎäÆ÷_×°±¸+12_±³°üÖÐ	40088&40083	10199	ITEM_BASE	1005	1	2000000000	SUM	
58	20058	ÎäÆ÷_×°±¸+13_±³°üÖÐ	40088&40084	10199	ITEM_BASE	1005	1	2000000000	SUM	
59	20059	ÎäÆ÷_×°±¸+14_±³°üÖÐ	40088&40085	10199	ITEM_BASE	1005	1	2000000000	SUM	
60	20060	ÎäÆ÷_×°±¸+15_±³°üÖÐ	40088&40086	10199	ITEM_BASE	1005	1	2000000000	SUM	
61	20061	½ð²õÆ×		10001	ITEM_BASE	1005	1	2000000000	SUM	
62	20062	ÐÞÂÞÃØ¼®		10002	ITEM_BASE	1005	1	2000000000	SUM	
63	20063	ÌìÏ¼ÃØ¼®		10003	ITEM_BASE	1005	1	2000000000	SUM	
64	20064	×ÏÏ¼ÃØ¼®		10004	ITEM_BASE	1005	1	2000000000	SUM	
65	20065	Õ´ÒÂÆ×		10005	ITEM_BASE	1005	1	2000000000	SUM	
66	20066	ÎåÐÐÃØ¼®		10006	ITEM_BASE	1005	1	2000000000	SUM	
67	20067	ËÄÁéÕ½ÒâÆ×		10007	ITEM_BASE	1005	1	2000000000	SUM	
68	20068	ËÄÁéÌìÒÂÆ×		10008	ITEM_BASE	1005	1	2000000000	SUM	
69	20069	ËÄÁé×ÏÒÂÆ×		10009	ITEM_BASE	1005	1	2000000000	SUM	
70	20070	ËÄÁéÕ½ÒâÆ×È«±¾		10010	ITEM_BASE	1005	1	2000000000	SUM	
71	20071	ËÄÁéÌìÒÂÆ×È«±¾		10011	ITEM_BASE	1005	1	2000000000	SUM	
72	20072	ËÄÁé×ÏÒÂÆ×È«±¾		10012	ITEM_BASE	1005	1	2000000000	SUM	
73	20073	ËÄÁéÎÞË«Æ×È«±¾		10013	ITEM_BASE	1005	1	2000000000	SUM	
74	20074	ÎåÐÐÃØ¼®È«±¾		10014	ITEM_BASE	1005	1	2000000000	SUM	
75	20075	Áè²¨Î¢²½		10015	ITEM_BASE	1005	1	2000000000	SUM	
76	20076	Áè²¨Î¢²½È«±¾		10016	ITEM_BASE	1005	1	2000000000	SUM	
77	20077	¸ß¼¶Ê¦ÃÅÃØ¼®		10017	ITEM_BASE	1005	1	2000000000	SUM	
78	20078	Ê¦ÃÅÕæ¾í		10018	ITEM_BASE	1005	1	2000000000	SUM	
79	20079	½ð²õÆ×_ÕýÊ¹ÓÃ	40087	10001	ITEM_BASE	1005	1	2000000000	SUM	
80	20080	ÐÞÂÞÃØ¼®_ÕýÊ¹ÓÃ	40087	10002	ITEM_BASE	1005	1	2000000000	SUM	
81	20081	ÌìÏ¼ÃØ¼®_ÕýÊ¹ÓÃ	40087	10003	ITEM_BASE	1005	1	2000000000	SUM	
82	20082	×ÏÏ¼ÃØ¼®_ÕýÊ¹ÓÃ	40087	10004	ITEM_BASE	1005	1	2000000000	SUM	
83	20083	Õ´ÒÂÆ×_ÕýÊ¹ÓÃ	40087	10005	ITEM_BASE	1005	1	2000000000	SUM	
84	20084	ÎåÐÐÃØ¼®_ÕýÊ¹ÓÃ	40087	10006	ITEM_BASE	1005	1	2000000000	SUM	
85	20085	ËÄÁéÕ½ÒâÆ×_ÕýÊ¹ÓÃ	40087	10007	ITEM_BASE	1005	1	2000000000	SUM	
86	20086	ËÄÁéÌìÒÂÆ×_ÕýÊ¹ÓÃ	40087	10008	ITEM_BASE	1005	1	2000000000	SUM	
87	20087	ËÄÁé×ÏÒÂÆ×_ÕýÊ¹ÓÃ	40087	10009	ITEM_BASE	1005	1	2000000000	SUM	
88	20088	ËÄÁéÕ½ÒâÆ×È«±¾_ÕýÊ¹ÓÃ	40087	10010	ITEM_BASE	1005	1	2000000000	SUM	
89	20089	ËÄÁéÌìÒÂÆ×È«±¾_ÕýÊ¹ÓÃ	40087	10011	ITEM_BASE	1005	1	2000000000	SUM	
90	20090	ËÄÁé×ÏÒÂÆ×È«±¾_ÕýÊ¹ÓÃ	40087	10012	ITEM_BASE	1005	1	2000000000	SUM	
91	20091	ËÄÁéÎÞË«Æ×È«±¾_ÕýÊ¹ÓÃ	40087	10013	ITEM_BASE	1005	1	2000000000	SUM	
92	20092	ÎåÐÐÃØ¼®È«±¾_ÕýÊ¹ÓÃ	40087	10014	ITEM_BASE	1005	1	2000000000	SUM	
93	20093	Áè²¨Î¢²½_ÕýÊ¹ÓÃ	40087	10015	ITEM_BASE	1005	1	2000000000	SUM	
94	20094	Áè²¨Î¢²½È«±¾_ÕýÊ¹ÓÃ	40087	10016	ITEM_BASE	1005	1	2000000000	SUM	
95	20095	¸ß¼¶Ê¦ÃÅÃØ¼®_ÕýÊ¹ÓÃ	40087	10017	ITEM_BASE	1005	1	2000000000	SUM	
96	20096	Ê¦ÃÅÕæ¾í_ÕýÊ¹ÓÃ	40087	10018	ITEM_BASE	1005	1	2000000000	SUM	
97	20097	½ð²õÆ×_±³°üÖÐ	40088	10001	ITEM_BASE	1005	1	2000000000	SUM	
98	20098	ÐÞÂÞÃØ¼®_±³°üÖÐ	40088	10002	ITEM_BASE	1005	1	2000000000	SUM	
99	20099	ÌìÏ¼ÃØ¼®_±³°üÖÐ	40088	10003	ITEM_BASE	1005	1	2000000000	SUM	
100	20100	×ÏÏ¼ÃØ¼®_±³°üÖÐ	40088	10004	ITEM_BASE	1005	1	2000000000	SUM	
101	20101	Õ´ÒÂÆ×_±³°üÖÐ	40088	10005	ITEM_BASE	1005	1	2000000000	SUM	
102	20102	ÎåÐÐÃØ¼®_±³°üÖÐ	40088	10006	ITEM_BASE	1005	1	2000000000	SUM	
103	20103	ËÄÁéÕ½ÒâÆ×_±³°üÖÐ	40088	10007	ITEM_BASE	1005	1	2000000000	SUM	
104	20104	ËÄÁéÌìÒÂÆ×_±³°üÖÐ	40088	10008	ITEM_BASE	1005	1	2000000000	SUM	
105	20105	ËÄÁé×ÏÒÂÆ×_±³°üÖÐ	40088	10009	ITEM_BASE	1005	1	2000000000	SUM	
106	20106	ËÄÁéÕ½ÒâÆ×È«±¾_±³°üÖÐ	40088	10010	ITEM_BASE	1005	1	2000000000	SUM	
107	20107	ËÄÁéÌìÒÂÆ×È«±¾_±³°üÖÐ	40088	10011	ITEM_BASE	1005	1	2000000000	SUM	
108	20108	ËÄÁé×ÏÒÂÆ×È«±¾_±³°üÖÐ	40088	10012	ITEM_BASE	1005	1	2000000000	SUM	
109	20109	ËÄÁéÎÞË«Æ×È«±¾_±³°üÖÐ	40088	10013	ITEM_BASE	1005	1	2000000000	SUM	
110	20110	ÎåÐÐÃØ¼®È«±¾_±³°üÖÐ	40088	10014	ITEM_BASE	1005	1	2000000000	SUM	
111	20111	Áè²¨Î¢²½_±³°üÖÐ	40088	10015	ITEM_BASE	1005	1	2000000000	SUM	
112	20112	Áè²¨Î¢²½È«±¾_±³°üÖÐ	40088	10016	ITEM_BASE	1005	1	2000000000	SUM	
113	20113	¸ß¼¶Ê¦ÃÅÃØ¼®_±³°üÖÐ	40088	10017	ITEM_BASE	1005	1	2000000000	SUM	
114	20114	Ê¦ÃÅÕæ¾í_±³°üÖÐ	40088	10018	ITEM_BASE	1005	1	2000000000	SUM	
115	20115	ÔÉÌúËéÆ¬		10019	ITEM_BASE	1005	1	2000000000	SUM	
116	20116	ÔÉÌú		10020	ITEM_BASE	1005	1	2000000000	SUM	
117	20117	ÔÉÌú¾«Ê¯		10021	ITEM_BASE	1005	1	2000000000	SUM	
118	20118	ÔÉÌúÁéÊ¯		10022	ITEM_BASE	1005	1	2000000000	SUM	
119	20119	¶¨»êÔÉÌúÉñÊ¯		10023	ITEM_BASE	1005	1	2000000000	SUM	
120	20120	´ó¶¨»êÔÉÌúÉñÊ¯		10024	ITEM_BASE	1005	1	2000000000	SUM	
121	20121	¾ü¹¦ÕÂ		10025	ITEM_BASE	1005	1	2000000000	SUM	
122	20122	´ó¾ü¹¦ÕÂ		10026	ITEM_BASE	1005	1	2000000000	SUM	
123	20123	»Ô»Í¾ü¹¦ÕÂ		10027	ITEM_BASE	1005	1	2000000000	SUM	
124	20124	°ãÈôÊ÷ÖÖ		10028	ITEM_BASE	1005	1	2000000000	SUM	
125	20125	°ãÈôÖ¤Êé		10029	ITEM_BASE	1005	1	2000000000	SUM	
126	20126	ÖÖ×Ó		10030	ITEM_BASE	1005	1	2000000000	SUM	
127	20127	·ÇÑÌÊ¯		10031	ITEM_BASE	1005	1	2000000000	SUM	
128	20128	ÍòÄêÈË²Î		10032	ITEM_BASE	1005	1	2000000000	SUM	
129	20129	¾ÛÒåÁî		10033	ITEM_BASE	1005	1	2000000000	SUM	
130	20130	Í¨ÌìÁîÅÆ		10034	ITEM_BASE	1005	1	2000000000	SUM	
131	20131	ÐÇºÛËéÆ¬		10035	ITEM_BASE	1005	1	2000000000	SUM	
132	20132	ÌìÒÇ¾«Ìú		10036	ITEM_BASE	1005	1	2000000000	SUM	
133	20133	ð©ÔÂÐþ½ð		10037	ITEM_BASE	1005	1	2000000000	SUM	
134	20134	ÌìÍâÁ÷ÐÇ		10038	ITEM_BASE	1005	1	2000000000	SUM	
135	20135	ÎåÐÐÐþÊ¯		10039	ITEM_BASE	1005	1	2000000000	SUM	
136	20136	ÎåÐÐÐþÌú		10040	ITEM_BASE	1005	1	2000000000	SUM	
137	20137	ÎåÐÐÐþ½ð		10041	ITEM_BASE	1005	1	2000000000	SUM	
138	20138	ÎåÐÐ±¦Ïä		10042	ITEM_BASE	1005	1	2000000000	SUM	
139	20139	Ò«Ñô¾ÅÐþ		10043	ITEM_BASE	1005	1	2000000000	SUM	
140	20140	¿Ì°å		10044	ITEM_BASE	1005	1	2000000000	SUM	
141	20141	¹ÅÌìÃÅ±¦Ïä		10045	ITEM_BASE	1005	1	2000000000	SUM	
142	20142	12¼¶Ç¿»¯¾í		10046	ITEM_BASE	1005	1	2000000000	SUM	
143	20143	13¼¶Ç¿»¯¾í		10047	ITEM_BASE	1005	1	2000000000	SUM	
144	20144	14¼¶Ç¿»¯¾í		10048	ITEM_BASE	1005	1	2000000000	SUM	
145	20145	15¼¶Ç¿»¯¾í		10049	ITEM_BASE	1005	1	2000000000	SUM	
146	20146	1¼¶Ä¥µ¶Ê¯		10050	ITEM_BASE	1005	1	2000000000	SUM	
147	20147	2¼¶Ä¥µ¶Ê¯		10051	ITEM_BASE	1005	1	2000000000	SUM	
148	20148	3¼¶Ä¥µ¶Ê¯		10052	ITEM_BASE	1005	1	2000000000	SUM	
149	20149	×ªÉúµ¤		10053	ITEM_BASE	1005	1	2000000000	SUM	
150	20150	°×½ðËéÆ¬		10054	ITEM_BASE	1005	1	2000000000	SUM	
151	20151	Ç¬À¤½â°ó·û		10055	ITEM_BASE	1005	1	2000000000	SUM	
152	20152	1¼¶Ç§»Ã¿Ì°å		10056	ITEM_BASE	1005	1	2000000000	SUM	
153	20153	2¼¶Ç§»Ã¿Ì°å		10057	ITEM_BASE	1005	1	2000000000	SUM	
154	20154	3¼¶Ç§»Ã¿Ì°å		10058	ITEM_BASE	1005	1	2000000000	SUM	
155	20155	Xu		10059	ITEM_BASE	1005	1	2000000000	SUM	
156	20156	¹ÅÁéÊ¯		10060	ITEM_BASE	1005	1	2000000000	SUM	
157	20157	¹ÅÁéÓñ		10061	ITEM_BASE	1005	1	2000000000	SUM	
158	20158	´óÒøÆ±		10062	ITEM_BASE	1005	1	2000000000	SUM	
159	20159	ÌìÃÅËéÆ¬		10063	ITEM_BASE	1005	1	2000000000	SUM	
160	20160	Ììî¸ËéÆ¬		10064	ITEM_BASE	1005	1	2000000000	SUM	
161	20161	Ììî¸Áî		10065	ITEM_BASE	1005	1	2000000000	SUM	
162	20162	ÌìÃÅ½ðÁî		10066	ITEM_BASE	1005	1	2000000000	SUM	
163	20163	Ì«ÐéÊ×ÊÎ		10067	ITEM_BASE	1005	1	2000000000	SUM	
164	20164	¾ÅÌìÊ×ÊÎ		10068	ITEM_BASE	1005	1	2000000000	SUM	
165	20165	²½·ÇÑÌÎäÆ÷		10069	ITEM_BASE	1005	1	2000000000	SUM	
166	20166	Ô½ÑÌÎäÆ÷		10070	ITEM_BASE	1005	1	2000000000	SUM	
167	20167	´óÔ½ÑÌÎäÆ÷		10071	ITEM_BASE	1005	1	2000000000	SUM	
168	20168	¶«·½ÁúÖé		10072	ITEM_BASE	1005	1	2000000000	SUM	
169	20169	ÇüÔ­Ö®Åå		10073	ITEM_BASE	1005	1	2000000000	SUM	
170	20170	´óÁ¦ÉñÏîÁ´		10074	ITEM_BASE	1005	1	2000000000	SUM	
171	20171	ÔÂÁÁÍÃÒ©°ü		10075	ITEM_BASE	1005	1	2000000000	SUM	
172	20172	æÏ¶ðÔÂÎè´ø		10076	ITEM_BASE	1005	1	2000000000	SUM	
173	20173	ºóôàÂäÈÕ»·		10077	ITEM_BASE	1005	1	2000000000	SUM	
174	20174	è­è²Ö®ÐÇ		10078	ITEM_BASE	1005	1	2000000000	SUM	
175	20175	×Ï¹âÕ½¿ø		10079	ITEM_BASE	1005	1	2000000000	SUM	
176	20176	×Ï¹âÕ½ÅÛ		10080	ITEM_BASE	1005	1	2000000000	SUM	
177	20177	×Ï¹âÕ½×°		10081	ITEM_BASE	1005	1	2000000000	SUM	
178	20178	×Ï¹âÏÉÓñ		10082	ITEM_BASE	1005	1	2000000000	SUM	
179	20179	×Ï¹âÎäÆ÷		10083	ITEM_BASE	1005	1	2000000000	SUM	
180	20180	²Ø½£»Æ½ðÃ±		10084	ITEM_BASE	1005	1	2000000000	SUM	
181	20181	²Ø½£»Æ½ðÒÂ		10085	ITEM_BASE	1005	1	2000000000	SUM	
182	20182	²Ø½£»Æ½ð¿ã		10086	ITEM_BASE	1005	1	2000000000	SUM	
183	20183	²Ø½£»Æ½ðÊ×ÊÎ		10087	ITEM_BASE	1005	1	2000000000	SUM	
184	20184	ÌìÖ®²Ø½£Ã±		10088	ITEM_BASE	1005	1	2000000000	SUM	
185	20185	ÌìÖ®²Ø½£ÒÂ		10089	ITEM_BASE	1005	1	2000000000	SUM	
186	20186	ÌìÖ®²Ø½£¿ã		10090	ITEM_BASE	1005	1	2000000000	SUM	
187	20187	ÌìÖ®²Ø½£Ê×ÊÎ		10091	ITEM_BASE	1005	1	2000000000	SUM	
188	20188	×ÏÐùÎäÆ÷		10092	ITEM_BASE	1005	1	2000000000	SUM	
189	20189	×Ï¹âÑ×µÛ¿ø		10093	ITEM_BASE	1005	1	2000000000	SUM	
190	20190	×Ï¹âÑ×µÛ¼×		10094	ITEM_BASE	1005	1	2000000000	SUM	
191	20191	×Ï¹âÑ×µÛ×°		10095	ITEM_BASE	1005	1	2000000000	SUM	
192	20192	×Ï¹âÐùÔ¯Ê×ÊÎ		10096	ITEM_BASE	1005	1	2000000000	SUM	
193	20193	Ê¦ÃÅ4Ì×ÎäÆ÷		10097	ITEM_BASE	1005	1	2000000000	SUM	
194	20194	Ê¦ÃÅ4Ì×Í·		10098	ITEM_BASE	1005	1	2000000000	SUM	
195	20195	Ê¦ÃÅ4Ì×ÒÂ		10099	ITEM_BASE	1005	1	2000000000	SUM	
196	20196	Ê¦ÃÅ4Ì×¿ã		10100	ITEM_BASE	1005	1	2000000000	SUM	
197	20197	Ê¦ÃÅ4Ì×Ê×ÊÎ		10101	ITEM_BASE	1005	1	2000000000	SUM	
198	20198	Ê¦ÃÅ5Ì×ÎäÆ÷		10102	ITEM_BASE	1005	1	2000000000	SUM	
199	20199	Ê¦ÃÅ5Ì×Í·		10103	ITEM_BASE	1005	1	2000000000	SUM	
200	20200	Ê¦ÃÅ5Ì×ÒÂ		10104	ITEM_BASE	1005	1	2000000000	SUM	
201	20201	Ê¦ÃÅ5Ì×¿ã		10105	ITEM_BASE	1005	1	2000000000	SUM	
202	20202	Ê¦ÃÅ5Ì×Ê×ÊÎ		10106	ITEM_BASE	1005	1	2000000000	SUM	
203	20203	Ñ×µÛ¿ø		10107	ITEM_BASE	1005	1	2000000000	SUM	
204	20204	Ñ×µÛ¼×		10108	ITEM_BASE	1005	1	2000000000	SUM	
205	20205	Ñ×µÛ×°		10109	ITEM_BASE	1005	1	2000000000	SUM	
206	20206	ÐùÔ¯Ê×ÊÎ		10110	ITEM_BASE	1005	1	2000000000	SUM	
207	20207	ÐùÔ¯ÎäÆ÷		10111	ITEM_BASE	1005	1	2000000000	SUM	
208	20208	ÌìÖ®Ñ×µÛ¿ø		10112	ITEM_BASE	1005	1	2000000000	SUM	
209	20209	ÌìÖ®Ñ×µÛ¼×		10113	ITEM_BASE	1005	1	2000000000	SUM	
210	20210	ÌìÖ®Ñ×µÛ×°		10114	ITEM_BASE	1005	1	2000000000	SUM	
211	20211	°×½ðÑ×µÛ¿ø		10115	ITEM_BASE	1005	1	2000000000	SUM	
212	20212	°×½ðÑ×µÛ¼×		10116	ITEM_BASE	1005	1	2000000000	SUM	
213	20213	°×½ðÑ×µÛ×°		10117	ITEM_BASE	1005	1	2000000000	SUM	
214	20214	ÐÇ¿ÌÎäÆ÷		10118	ITEM_BASE	1005	1	2000000000	SUM	
215	20215	ÐÇ¿ÌÍ·		10119	ITEM_BASE	1005	1	2000000000	SUM	
216	20216	ÐÇ¿ÌÒÂ		10120	ITEM_BASE	1005	1	2000000000	SUM	
217	20217	ÐÇ¿Ì¿ã		10121	ITEM_BASE	1005	1	2000000000	SUM	
218	20218	ÐÇ¿ÌÊ×ÊÎ		10122	ITEM_BASE	1005	1	2000000000	SUM	
219	20219	ÌìÒÇÎäÆ÷		10123	ITEM_BASE	1005	1	2000000000	SUM	
220	20220	ÌìÒÇÍ·		10124	ITEM_BASE	1005	1	2000000000	SUM	
221	20221	ÌìÒÇÒÂ		10125	ITEM_BASE	1005	1	2000000000	SUM	
222	20222	ÌìÒÇ¿ã		10126	ITEM_BASE	1005	1	2000000000	SUM	
223	20223	ÌìÒÇÊ×ÊÎ		10127	ITEM_BASE	1005	1	2000000000	SUM	
224	20224	¾ÅÖÝÎäÆ÷		10128	ITEM_BASE	1005	1	2000000000	SUM	
225	20225	¾ÅÖÝÍ·		10129	ITEM_BASE	1005	1	2000000000	SUM	
226	20226	¾ÅÖÝÒÂ		10130	ITEM_BASE	1005	1	2000000000	SUM	
227	20227	¾ÅÖÝ¿ã		10131	ITEM_BASE	1005	1	2000000000	SUM	
228	20228	¾ÅÖÝÊ×ÊÎ		10132	ITEM_BASE	1005	1	2000000000	SUM	
229	20229	ð©ÔÂÎäÆ÷		10133	ITEM_BASE	1005	1	2000000000	SUM	
230	20230	ð©ÔÂÃ±		10134	ITEM_BASE	1005	1	2000000000	SUM	
231	20231	ð©ÔÂÅÛ		10135	ITEM_BASE	1005	1	2000000000	SUM	
232	20232	ð©ÔÂ×°		10136	ITEM_BASE	1005	1	2000000000	SUM	
233	20233	ð©ÔÂÊ×ÊÎ		10137	ITEM_BASE	1005	1	2000000000	SUM	
234	20234	Ò«ÑôÎäÆ÷		10138	ITEM_BASE	1005	1	2000000000	SUM	
235	20235	Ò«ÑôÖ®¶ÉÄÑ×ðÕßÃ±		10139	ITEM_BASE	1005	1	2000000000	SUM	
